C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_218.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_218.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_218.jpg,-0.5000001,0.7333971,0,1.281062
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_302.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_302.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_302.jpg,0,0.985756,0,2.146425
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_373.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_373.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_373.jpg,0,1,0,3.087732
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_457.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_457.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_457.jpg,0,1,0,4.025568
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_537.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_537.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_537.jpg,-0.1,1,0,4.957516
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_622.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_622.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_622.jpg,-0.3,1,0,5.869006
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_701.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_701.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_701.jpg,-0.5000001,1,0,6.755128
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_784.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_784.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_784.jpg,-0.7,1,0,7.610517
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_868.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_868.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_868.jpg,0,1,0,8.619971
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_47_950.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_47_950.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_47_950.jpg,0,1,0,9.502511
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_034.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_034.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_034.jpg,0,0.7522659,0,10.23428
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_115.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_115.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_115.jpg,0,0.5074999,0,10.72479
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_196.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_196.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_196.jpg,0,0.2674343,0,10.97636
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_278.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_278.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_278.jpg,0,0.01931524,0,10.98602
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_362.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_362.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_362.jpg,0,0,0,10.89948
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_442.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_442.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_442.jpg,-0.2,0,0,10.80006
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_530.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_530.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_530.jpg,-0.45,0.1295442,0,10.71626
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_610.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_610.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_610.jpg,-0.6500001,0.3708199,0,10.83648
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_696.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_696.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_696.jpg,0,0.6288784,0,11.224
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_777.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_777.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_777.jpg,0,0.8739029,0,11.61292
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_864.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_864.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_864.jpg,0,1,0,12.69738
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_48_956.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_48_956.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_48_956.jpg,0,1,0,13.5752
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_032.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_032.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_032.jpg,0,0.7357526,0,14.56179
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_124.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_124.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_124.jpg,0,0.9800166,0,15.21533
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_197.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_197.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_197.jpg,-0.2,1,0,16.00318
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_282.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_282.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_282.jpg,-0.4,1,0,16.77865
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_367.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_367.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_367.jpg,-0.6000001,1,0,17.49352
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_449.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_449.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_449.jpg,0,1,0,18.57395
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_530.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_530.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_530.jpg,0,0.7579483,0,19.21205
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_611.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_611.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_611.jpg,0,0.516942,0,19.60949
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_696.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_696.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_696.jpg,0,0.2615609,0,19.74854
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_777.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_777.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_777.jpg,-0.2,0.01858397,0,19.65661
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_861.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_861.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_861.jpg,-0.4,0,0,19.42658
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_49_944.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_49_944.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_49_944.jpg,0,0,0,19.14789
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_026.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_026.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_026.jpg,-0.1,0,0,18.91105
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_107.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_107.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_107.jpg,-0.3,0,0,18.72846
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_188.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_188.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_188.jpg,-0.5500001,0,0,18.83827
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_268.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_268.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_268.jpg,-0.7500002,0,0,18.5396
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_350.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_350.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_350.jpg,-0.9500002,0,0,18.19216
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_433.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_433.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_433.jpg,-1,0,0,17.87819
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_531.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_531.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_531.jpg,-1,0,0,17.63894
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_616.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_616.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_616.jpg,0,0,0,17.38188
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_688.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_688.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_688.jpg,0,0.1349311,0,17.13028
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_769.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_769.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_769.jpg,0,0.3786701,0,16.87748
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_850.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_850.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_850.jpg,0,0.6232605,0,17.29966
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_50_935.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_50_935.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_50_935.jpg,0.1,0.8775517,0,17.96872
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_020.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_020.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_020.jpg,0.3,1,0,18.76224
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_103.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_103.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_103.jpg,0.5000001,1,0,19.49117
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_185.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_185.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_185.jpg,0,1,0,20.23814
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_268.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_268.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_268.jpg,0,1,0,21.26788
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_352.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_352.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_352.jpg,0,1,0,22.05533
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_434.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_434.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_434.jpg,0,1,0,22.83825
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_519.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_519.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_519.jpg,0,1,0,23.61625
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_601.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_601.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_601.jpg,0,1,0,24.39031
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_688.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_688.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_688.jpg,0,1,0,25.3514
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_769.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_769.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_769.jpg,0,1,0,26.11454
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_854.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_854.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_854.jpg,0,1,0,26.87171
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_51_941.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_51_941.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_51_941.jpg,0,1,0,27.6228
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_023.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_023.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_023.jpg,0,1,0,28.36736
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_106.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_106.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_106.jpg,-0.2,1,0,29.0885
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_192.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_192.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_192.jpg,-0.45,1,0,29.87467
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_274.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_274.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_274.jpg,0,0.8787355,0,30.14368
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_360.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_360.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_360.jpg,0,0.6171008,0,30.07779
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_442.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_442.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_442.jpg,0,0.3745749,0,30.01695
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_526.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_526.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_526.jpg,0,0.1243606,0,29.94496
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_607.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_607.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_607.jpg,0,0,0,29.67142
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_690.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_690.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_690.jpg,0,0,0,29.43251
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_774.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_774.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_774.jpg,0,0,0,29.19614
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_854.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_854.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_854.jpg,0,0,0,28.96201
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_52_934.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_52_934.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_52_934.jpg,0,0,0,28.72976
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_53_019.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_53_019.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_53_019.jpg,0,0,0,28.49938
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_53_099.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_53_099.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_53_099.jpg,-0.1,0,0,28.26741
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_53_179.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_53_179.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_53_179.jpg,-0.3,0,0,27.98895
C:\Users\Aparna\Desktop\Car_Training\IMG\center_2019_07_02_11_17_53_260.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\left_2019_07_02_11_17_53_260.jpg,C:\Users\Aparna\Desktop\Car_Training\IMG\right_2019_07_02_11_17_53_260.jpg,0,0,0,27.70006
